,degree,betweenness,eigenvector
Bratton,6,0.0,0.00014253804841398107
Matthew Freidman,6,0.0,0.00014253804841398107
Dermot Shea,6,0.0,0.00014253804841398107
Richard Stana,10,0.0,0.0019739318369969014
Thad Bingel,10,0.0,0.0019739318369969014
Stana,10,0.0,0.0019739318369969014
Igor Konashenkov,30,1.5069964537774796e-05,0.0008508785426085959
Mustafa Moarati,10,0.0,0.00018913246105604076
Moarati,10,0.0,0.00018913246105604076
Hassan Haj Ali,10,0.0,0.00018913246105604076
Suqour al-Jabal,10,0.0,0.00018913246105604076
Roth,10,0.0,0.00018913246105604076
Brooke Lepage,12,0.0,6.614545282061762e-05
Wylie,14,0.0,6.637830339730617e-05
William Duffy,12,0.0,6.614545282061762e-05
R-Neb.,7,0.0,0.0016241907137793674
Eric Bedingfield,30,0.0,0.001099189474087507
Michael Pitts,30,0.0,0.001099189474087507
J. Gary Simrill,30,0.0,0.001099189474087507
Harvey Peeler,30,0.0,0.001099189474087507
Mitch Landrieu,30,0.0,0.001099189474087507
Jefferson Davis,32,0.0,0.0011030572209869468
Robert E. Lee,30,0.0,0.001099189474087507
P.G. T. Beauregard,30,0.0,0.001099189474087507
the Enola Gay,30,0.0,0.001099189474087507
James Loewen,30,0.0,0.001099189474087507
Loewen,30,0.0,0.001099189474087507
John Winthrop,30,0.0,0.001099189474087507
Winthrop,32,0.0,0.0011030572209869468
Lewis Lapham,30,0.0,0.001099189474087507
J. Edgar Hoover,44,1.0316639797046815e-05,0.001589133438927838
William Blake,30,0.0,0.001099189474087507
Blake,32,0.0,0.0011030572209869468
Bill Carrick,18,0.0,0.0029487141580687376
Schnur,18,0.0,0.0029487141580687376
Ethan Oki,18,0.0,0.0029487141580687376
Down Easterners,12,0.0,0.0036007642692076867
Libertarianism,11,0.0,0.0002593842250257225
Joe Brezny,11,0.0,0.0002593842250257225
D.C. Johnson,11,0.0,0.0002593842250257225
Montanan,11,0.0,0.0002593842250257225
Dan Cox,11,0.0,0.0002593842250257225
Denny Rehberg,11,0.0,0.0002593842250257225
Heidi] Sawyer,11,0.0,0.0002593842250257225
Johnson Controls,34,0.0,0.0037530246152267252
Hamilton “Tony” James,34,0.0,0.0037530246152267252
Byron Wien,34,0.0,0.0037530246152267252
Wesley Edens,34,0.0,0.0037530246152267252
Robert Rubin,34,0.0,0.0037530246152267252
Hauser,34,0.0,0.0037530246152267252
Roger Altman,34,0.0,0.0037530246152267252
Jeannie,34,0.0,0.0037530246152267252
Jonathan Lavine,34,0.0,0.0037530246152267252
Matt Mallow,34,0.0,0.0037530246152267252
Bal Das,34,0.0,0.0037530246152267252
Valérie Demont,34,0.0,0.0037530246152267252
Pepper Hamilton,34,0.0,0.0037530246152267252
Das,34,0.0,0.0037530246152267252
Barbara Lee,24,8.850729931171943e-06,0.004734661571204921
Condoleeza Rice,20,0.0,0.00413757305176581
BUSH,20,0.0,0.00413757305176581
Jorge Fernández Díaz,10,0.0,4.7346747262938475e-05
Mariano Rajoy,10,0.0,4.7346747262938475e-05
Rafael Anibal,10,0.0,4.7346747262938475e-05
Fuente Latina,10,0.0,4.7346747262938475e-05
Stéphane Charbonnier,10,0.0,4.7346747262938475e-05
Ceuta,10,0.0,4.7346747262938475e-05
Matthew Dunn,10,0.0,4.7346747262938475e-05
Rajoy,12,0.0,4.751338143293868e-05
Muhammed Escudero Uribe,10,0.0,4.7346747262938475e-05
TRUMP,61,0.0,0.00951107267146188
Kingfish,61,0.0,0.00951107267146188
Jonathan Gray,61,0.0,0.00951107267146188
Kasich - A,61,0.0,0.00951107267146188
David Drucker,61,0.0,0.00951107267146188
Greg Reed,61,0.0,0.00951107267146188
Charlie Dick,61,0.0,0.00951107267146188
HILLARY EMAIL,61,0.0,0.00951107267146188
Josh Alcorn,63,0.0,0.009544531893358965
Michael Mukasey,61,0.0,0.00951107267146188
FOMO,61,0.0,0.00951107267146188
John Hibbing,6,0.0,1.7486390343084226e-05
John Jost,6,0.0,1.7486390343084226e-05
Jost,6,0.0,1.7486390343084226e-05
Dan Kahan,11,4.222627864225193e-06,3.275722550409963e-05
egalitarian,6,0.0,1.7486390343084226e-05
Mooney,6,0.0,1.7486390343084226e-05
Anytime Sanders,11,0.0,0.002942562990637494
Virginia Foxx,6,0.0,0.0014586696140699012
Kyle Babcock,22,0.0,0.004130087116704605
Dealmaker Trump,22,0.0,0.004130087116704605
Steve House,51,1.6452051389044554e-06,0.006223641519750688
Bart Hester,22,0.0,0.004130087116704605
Elliott Kelley,22,0.0,0.004130087116704605
Kyle Kilgore,22,0.0,0.004130087116704605
Alec Baldwin,13,0.0,0.003923704458728952
Kurt Schrader,7,0.0,0.0012706984966717708
Mandy [Grunwald,27,0.0,0.0054109704413723755
Jim Margolis,27,0.0,0.0054109704413723755
Wisconsins,27,0.0,0.0054109704413723755
Pennsylvanias,27,0.0,0.0054109704413723755
Sabermetrics,27,0.0,0.0054109704413723755
Mike Schmidt,27,0.0,0.0054109704413723755
Kimberly Guilfoyle,14,0.0,0.0020844477315566765
Travolta,14,0.0,0.0020844477315566765
Howard Fineman,14,0.0,0.002484425941458317
Fineman,16,0.0,0.002493165317667111
John Catsimatidis,3,0.0,0.000293413694441671
Erickson,29,0.0,0.0053075599561300466
Gregg,31,0.0,0.005326230646553698
Karen Greenberg,3,0.0,0.00012598211735140292
Caroline,9,0.0,0.0025461768437422807
Hedrick Smith,10,0.0,0.001685673707152205
Milovan Djilas,10,0.0,0.001685673707152205
Juan Carlos Hidalgo's,10,0.0,0.001685673707152205
Michel Bouchat,13,0.0,0.0007189760364601584
Arshad Mohammed,13,0.0,0.0007189760364601584
Nicolas Bertin,13,0.0,0.0007189760364601584
Chine Labbe,13,0.0,0.0007189760364601584
Andrew Callus,13,0.0,0.0007189760364601584
James Regan,13,0.0,0.0007189760364601584
Tom Heneghan,13,0.0,0.0007189760364601584
John F Kennedy's,13,0.0,0.002597153836135293
Sidney Blumethal,24,0.0,0.002637165715390746
Walter Olson,17,0.0,0.0002601070952626724
"Terry ""Hulk Hogan",17,0.0,0.0002601070952626724
Jezebel,17,0.0,0.0002601070952626724
Nick Denton,17,0.0,0.0002601070952626724
Hulk Hogan's,17,0.0,0.0002601070952626724
Albert Daulerio,17,0.0,0.0002601070952626724
Charles Harder,17,0.0,0.0002601070952626724
Terry Bollea,17,0.0,0.0002601070952626724
Ginger Colbrun,9,0.0,0.0001327623311366803
Katie Pavlich,9,0.0,0.0001327623311366803
Alan Gottlieb,9,0.0,0.0001327623311366803
Bob Goodlatte,36,5.408435904683591e-05,0.0012697757850444404
Chris Cox,9,0.0,0.0001327623311366803
William Johnson,9,0.0,0.0001327623311366803
Harry Houck,9,0.0,0.0001327623311366803
John A. Biedrzycki Jr.,1,0.0,0.00045371369435757476
Marc Racicot,40,0.0,0.0069058929093404825
Racicot,40,0.0,0.0069058929093404825
Robert J. Dole’s,40,0.0,0.0069058929093404825
Bob Pence,40,0.0,0.0069058929093404825
Duprey,40,0.0,0.0069058929093404825
Michael Cohen,67,2.910854037856803e-05,0.00908312436930309
J. ,19,0.0,0.004094395063869649
Monessen,19,0.0,0.004094395063869649
Jim Bower,19,0.0,0.004094395063869649
Abdul Fattah al-Sisi,2,0.0,2.4178115694204777e-05
Helle Thorning-Schmidt,9,0.0,5.044906969887588e-05
Polo,9,0.0,5.044906969887588e-05
Ivar Larsen,9,0.0,5.044906969887588e-05
Francois Zimeray,9,0.0,5.044906969887588e-05
Helle Merete Brix,9,0.0,5.044906969887588e-05
Vilks,11,0.0,5.0626630868187374e-05
Frank Jensen,9,0.0,5.044906969887588e-05
Jensen,9,0.0,5.044906969887588e-05
Jon Favreau,15,5.576258222944372e-07,0.003427983009673477
Antonio Sabato Jr.,57,0.0,0.009723458297177965
Heisman Trophy,57,0.0,0.009723458297177965
Ken Cuccinnelli,57,0.0,0.009723458297177965
Ronald Davis,17,0.0,0.0008638172874450004
John Kowalczyk,17,0.0,0.0008638172874450004
Tanisha Owens,17,0.0,0.0008638172874450004
Wayne Gray,17,0.0,0.0008638172874450004
Hillary Clinton/Barack,10,0.0,0.0013946401906175716
Jamie Gangel,47,4.322271098156181e-06,0.007986462023822501
Ben Brumfield,6,0.0,0.00040665372866098776
Matt Pearce,8,0.0,0.00040808420935020575
Sam Stringer,6,0.0,0.00040665372866098776
Bruce Smith,6,0.0,0.00040665372866098776
Meg Kinnard,6,0.0,0.00040665372866098776
Martha Vineyard,15,0.0,0.0035532200465653763
Kagan,38,4.346781195431695e-06,0.0030960001110984553
Donald B. Verrilli,21,0.0,0.0017918580671036023
Jr.,21,0.0,0.0017918580671036023
Fredricka Whitfield,16,0.0,0.0030944184642164203
Wasserman Shultz's,16,0.0,0.0030944184642164203
David Bossie,92,1.6090514716465755e-05,0.011287506562838423
Bossie,32,0.0,0.004078132533059756
Stephen K. Bannon,30,0.0,0.004063836460156123
Andrew Breitbart,120,4.405219037267857e-06,0.011679608940785959
the Leni Riefenstahl of,118,4.405219037267857e-06,0.01163866118327176
Reich,30,0.0,0.004063836460156123
Arianna Huffington,118,4.405219037267857e-06,0.01163866118327176
a Boy Scout,30,0.0,0.004063836460156123
Shapiro,32,0.0,0.004078132533059756
Ben Howe,30,0.0,0.004063836460156123
Ethan Roeder,13,0.0,0.0021026855874899937
Roeder,13,0.0,0.0021026855874899937
Charles Chamberlain,13,0.0,0.0021026855874899937
David Soskice,1,0.0,1.3164278594433753e-32
Harold Hitchings Burbank,1,0.0,1.3164278594433753e-32
Francona,17,3.955862253946096e-06,0.0010419026436088977
Wilders,13,0.0,0.00014029082358894693
anti-Muhammad,13,0.0,0.00014029082358894693
Kare Bluitgen,13,0.0,0.00014029082358894693
Bluitgen,15,0.0,0.00014078458375872357
Rose,44,0.00018261251184037677,0.004973641944093514
Angel Del Carpio,12,0.0,0.00015397234822554914
Del Carpio,14,0.0,0.00015451432435255238
David Damore,12,0.0,0.00015397234822554914
Damore,12,0.0,0.00015397234822554914
Timothy Salmon,12,0.0,0.00015397234822554914
Raul Sanchez,12,0.0,0.00015397234822554914
n’t Donald Trump,12,0.0,0.00015397234822554914
Alex Zachary,12,0.0,0.00015397234822554914
Brandi Hoffine,8,0.0,0.0012893078111135482
Donald Verrilli Jr.,8,0.0,0.0012893078111135482
Ben Monterroso,8,0.0,0.0012893078111135482
Jeb Hensarling,34,2.4286614329298283e-06,0.0027773220858068725
Pete Roskam,34,2.4286614329298283e-06,0.0027773220858068725
Eric Canton,18,0.0,0.0013530408403597703
Roskam,36,2.4286614329298283e-06,0.0027870940033779008
Roll Call,18,0.0,0.0013530408403597703
Fields,18,0.0,0.003145324029642177
Charles Murray,5,0.0,0.0015953851725500066
Nosratollah Khosravi-Roodsari,22,0.0,0.005033298324366659
Matthew Trevithick,22,0.0,0.005033298324366659
Pastor Saeed,22,0.0,0.005033298324366659
Frank Church,26,0.0,0.0044649594030825085
Bill Frey,7,0.0,0.0008122977788423932
Marilyn Geewax,8,0.00017115800645047858,0.0008123078034660492
George Patton,10,0.0,0.0033547137745627035
Black Jack Pershing,10,0.0,0.0033547137745627035
Serta,15,1.3916670337944306e-06,0.004035261182726981
Spam,6,0.0,0.0015063534864243073
Peter Westmacott,11,0.0,0.00024322251134159233
Barbra Streisand,9,0.0,0.002773695779183573
Elijah E. Cummings,21,0.0,0.0027924114020076796
Craig Duchossois,13,0.0,0.003340790662522692
Greg Strimple,13,0.0,0.003340790662522692
Chris Porter,8,0.0,1.1068691401395976e-06
Patel,8,0.0,1.1068691401395976e-06
KTVT,8,0.0,1.1068691401395976e-06
Dubuque,10,0.0,0.0033438582129480623
Texan Cruz,10,0.0,0.0033438582129480623
Dorothy Marsh,18,0.0,0.0032342562655830434
McGroarty,18,0.0,0.0032342562655830434
Bill Bergmeier,18,0.0,0.0032342562655830434
Jeffrey Capella,18,0.0,0.0032342562655830434
Capella,18,0.0,0.0032342562655830434
Austin von Henner,18,0.0,0.0032342562655830434
Von Henner,18,0.0,0.0032342562655830434
George Stephanopolous,19,0.0,0.004465306952488258
Kyle Sorrels,19,0.0,0.004465306952488258
Bobby Schultz,19,0.0,0.004465306952488258
Phillip,19,0.0,0.004465306952488258
Courtney,1,0.0,1.3164278594433753e-32
Joanie Courtney,1,0.0,1.3164278594433753e-32
Super Pacs,27,0.0,0.002724674692537227
Stan Hubbard,27,0.0,0.002724674692537227
Michael Epstein,27,0.0,0.002724674692537227
Doug Deason,51,5.905915988092375e-06,0.006034829432592306
Deason,53,5.905915988092375e-06,0.006056059141020603
Bernie Marcus,27,0.0,0.002724674692537227
Eric Beach,27,0.0,0.002724674692537227
Beach,27,0.0,0.002724674692537227
Laurance Gay,27,0.0,0.002724674692537227
Malek,27,0.0,0.002724674692537227
Michael Burke,7,0.0,0.0025761216285613633
Perry Chiaramonte,7,0.0,0.0025761216285613633
Aron Levine,7,0.0,3.204216074856274e-05
Gen Xers,16,5.060679024943057e-06,6.394753578100481e-05
Gen X,7,0.0,3.204216074856274e-05
Zipcar,7,0.0,3.204216074856274e-05
Eric Roberge,7,0.0,3.204216074856274e-05
Erin E. Murphy,37,5.5541882013712765e-06,0.002969210143627428
Scott A. Keller,18,0.0,0.0011260793376711433
Thomas A. Saenz,18,0.0,0.0011260793376711433
Michael Hill,12,0.0,0.0033460053964948894
Dawn Howard,12,0.0,0.0033460053964948894
Robert Tracinski,12,0.0,0.0033460053964948894
Daniel Silver,2,0.0,4.195208104308868e-06
Jesse Hurwitz,2,0.0,4.195208104308868e-06
Marco Rubio - Bush,11,0.0,0.0033814835038312855
"ET

",15,1.4890586895250614e-05,0.002319917121380101
Brenda Cassellius,9,0.0,9.250269306569874e-23
Chad Aldeman,9,0.0,9.250269306569874e-23
Schools,9,0.0,9.250269306569874e-23
Dan McKeon,9,0.0,9.250269306569874e-23
McKeon,11,0.0,1.026569198393184e-22
Brenda Calderon,9,0.0,9.250269306569874e-23
Dan French,9,0.0,9.250269306569874e-23
Cinco de Mayo,9,0.0,9.250269306569874e-23
French,9,0.0,9.250269306569874e-23
Pedro Noguera,9,0.0,9.250269306569874e-23
Ihsanullah bin Mullah Rahmatullah,8,0.0,2.2155945921951123e-05
Zabiullah Mujahid,8,0.0,2.2155945921951123e-05
Mujahid,10,0.0,2.2233907708363198e-05
Tribus,8,0.0,2.2155945921951123e-05
Danger Zone Jobs,8,0.0,2.2155945921951123e-05
Laachraoui,6,0.0,1.2048436696084764e-05
Soufiane Kayal,6,0.0,1.2048436696084764e-05
Ibrahim El-Bakraoui,6,0.0,1.2048436696084764e-05
Ibrahim,8,0.0,1.2090837767956537e-05
John Doe,27,0.0,0.004627086363883864
nominee ,27,0.0,0.004627086363883864
Patrick Murray,27,0.0,0.004627086363883864
David Jackson,27,0.0,0.004627086363883864
Gregory Korte,27,0.0,0.004627086363883864
Grace Meng,7,0.0,0.00025112092907876484
John Tomasi,7,0.0,0.00047989374068696446
John Jacob Astor,7,0.0,0.00047989374068696446
Scott Simon,21,1.2065095735656712e-06,0.003966538560080957
Alan M. Garber,5,0.0,0.00046067100754691286
Jonathan Gruber,7,4.027215500421169e-07,0.0005944209606826546
Meredith Rosenthal,5,0.0,0.00046067100754691286
Melissa Francis,7,0.0,0.0004622912521952924
Melissa,5,0.0,0.00046067100754691286
"Malcolm X.

",15,0.0,0.0007465244928374496
Ava DuVernay,15,0.0,0.0007465244928374496
Mark Twain,27,2.6031451691180795e-05,0.004223654456000761
John Doar,15,0.0,0.0007465244928374496
Nicholas Katzenbach,15,0.0,0.0007465244928374496
Abdikadir Adolwa,26,0.0,2.2960189817996855e-05
Nathar Abdkir Balza,26,0.0,2.2960189817996855e-05
Kevin Kariuki,26,0.0,2.2960189817996855e-05
Claire Mumo,26,0.0,2.2960189817996855e-05
Mumo,28,0.0,2.3041018834329558e-05
Helen Titus,26,0.0,2.2960189817996855e-05
Titus,28,0.0,2.3041018834329558e-05
Esther Wanjiru,26,0.0,2.2960189817996855e-05
Nina Kozel,26,0.0,2.2960189817996855e-05
Susan,26,0.0,2.2960189817996855e-05
Eunice Wangari,26,0.0,2.2960189817996855e-05
Judith Musyoka,26,0.0,2.2960189817996855e-05
Boaz Musyoka,26,0.0,2.2960189817996855e-05
Sammy Mutiso Musau,26,0.0,2.2960189817996855e-05
Jacob Kaimenyi,26,0.0,2.2960189817996855e-05
Nathif Jama Adam,26,0.0,2.2960189817996855e-05
Mohamud,26,0.0,2.2960189817996855e-05
Nazlin Umar Fazaldin Rajput,26,0.0,2.2960189817996855e-05
Albert Kimanthi,26,0.0,2.2960189817996855e-05
Maureen Manyego,26,0.0,2.2960189817996855e-05
Beneath,34,0.0,0.006070023303819817
Bob Ehrlich,34,0.0,0.006070023303819817
Diane Keaton-style,34,0.0,0.006070023303819817
Grr,34,0.0,0.006070023303819817
Asperger,34,0.0,0.006070023303819817
Elizabeth Hill,24,0.0,0.000536692273046893
Rachel Fishman,24,0.0,0.000536692273046893
jack,24,0.0,0.000536692273046893
Roberto Rodriguez,24,0.0,0.000536692273046893
Pell,24,0.0,0.000536692273046893
Aaron,26,0.0,0.0005385804673619546
Bingo,24,0.0,0.000536692273046893
Debbie Hounanian,24,0.0,0.000536692273046893
Parent PLUS,24,0.0,0.000536692273046893
Ben Miller,24,0.0,0.000536692273046893
Johnny C. Taylor Jr.,24,0.0,0.000536692273046893
Justin Draeger,24,0.0,0.000536692273046893
Natalia Abrams,24,0.0,0.000536692273046893
Taylor ,24,0.0,0.000536692273046893
Richard Hunt,24,0.0,0.000536692273046893
Richard Cordray,24,0.0,0.000536692273046893
Cordray,24,0.0,0.000536692273046893
Hunt,41,7.797716616878534e-05,0.0025303225703218898
Heather Mac Donald,6,0.0,8.557847612668532e-05
Mac Donald,8,0.0,8.58797616530277e-05
the Thomas W. Smith Fellow,6,0.0,8.557847612668532e-05
Phil Mickelson,41,0.0,0.00364641472721232
Andre Agassi,41,0.0,0.00364641472721232
Mickelson,41,0.0,0.00364641472721232
Agassi,41,0.0,0.00364641472721232
Kent Lucken,41,0.0,0.00364641472721232
Peter Flaherty,41,0.0,0.00364641472721232
Kelli Harrison,41,0.0,0.00364641472721232
Matt Waldrip,41,0.0,0.00364641472721232
Lucken,41,0.0,0.00364641472721232
Jim Wilson,41,0.0,0.00364641472721232
Gary Chidester,41,0.0,0.00364641472721232
Chidester,41,0.0,0.00364641472721232
William Wallace,12,0.0,0.0024145487538162827
Richard Gere,12,0.0,0.0024145487538162827
Richard Hudson,11,0.0,0.0008511748868444661
Mustafa Saadi,16,0.0,0.0006345432856787666
Kirk Sowell,16,0.0,0.0006345432856787666
Haidar al-Abadi,16,0.0,0.0006345432856787666
B. Carter,16,0.0,0.0006345432856787666
Sowell,16,0.0,0.0006345432856787666
Hashd al-Shaabi,16,0.0,0.0006345432856787666
1st Lt,16,0.0,0.0006345432856787666
Murtada Fadl,16,0.0,0.0006345432856787666
Mohammed Abdul Khaleq,16,0.0,0.0006345432856787666
Hassan Abdul-Wahab,16,0.0,0.0006345432856787666
Brandon Mendoza,52,0.0,0.007872183678802002
Sean,52,0.0,0.007872183678802002
Darryl Glenn,52,0.0,0.007872183678802002
Anita,110,0.00010890111365281828,0.011335251200066336
Luttrell,52,0.0,0.007872183678802002
pro-Trump,52,0.0,0.007872183678802002
Gordon Humphrey,52,0.0,0.007872183678802002
Humphrey,52,0.0,0.007872183678802002
Steve Womack,52,0.0,0.007872183678802002
Peter Holley,52,0.0,0.007872183678802002
Louisa Loveluck,52,0.0,0.007872183678802002
Panicky Hillary,36,0.0,0.005982290300584325
"Heidi Cruz

 ",36,0.0,0.005982290300584325
de La Brède et de Montesquieu,36,0.0,0.005982290300584325
Britannica,36,0.0,0.005982290300584325
Portsmouth Herald,36,0.0,0.005982290300584325
Molly Ball,36,0.0,0.005982290300584325
Jim Geraghty,36,0.0,0.005982290300584325
"Rand Paul

 

 ",36,0.0,0.005982290300584325
[Watch Fox: ,36,0.0,0.005982290300584325
Tom Houk,36,0.0,0.005982290300584325
Coretta Scott King,36,0.0,0.005982290300584325
Houck,38,0.0,0.00600333374564633
Kings,36,0.0,0.005982290300584325
Henry Adams,18,0.0,0.00303535069476434
Vox Editor,18,0.0,0.00303535069476434
Scott Glover,16,0.0,0.0023520185616772702
Glover,18,0.0,0.002360292218617735
Reston,16,0.0,0.0023520185616772702
Theresa Brinkerhoff,16,0.0,0.0023520185616772702
Senator,29,0.0,0.0057537340191715705
Barack Hussein Obama,29,0.0,0.0057537340191715705
Anti-Obama,29,0.0,0.0057537340191715705
Bill Buckley,29,0.0,0.0057537340191715705
jibber jabber,29,0.0,0.0057537340191715705
Gimme Trump,29,0.0,0.0057537340191715705
Margie Margolies,6,0.0,0.001658123456658006
Marjorie Margolies,6,0.0,0.001658123456658006
Kara Swisherthat,40,0.0,0.003524872340126377
Juan Linz,40,0.0,0.003524872340126377
Linz,42,0.0,0.003537273288636204
Charles Calhoun,40,0.0,0.003524872340126377
Chester A. Arthur,40,0.0,0.003524872340126377
Martin Wattenberg,40,0.0,0.003524872340126377
Sam Rosenfeld,40,0.0,0.003524872340126377
Manuel Zelaya,40,0.0,0.003524872340126377
Zelaya,42,0.0,0.003537273288636204
Romeo Vásquez Velásquez,40,0.0,0.003524872340126377
Roberto Micheletti,40,0.0,0.003524872340126377
Mark Tushnet,40,0.0,0.003524872340126377
Tushnet,40,0.0,0.003524872340126377
Sarah Binder,40,0.0,0.003524872340126377
Jim Manley,56,1.0168793642111943e-05,0.006122532476789735
Genghis Khan,40,0.0,0.003524872340126377
Nickelback,40,0.0,0.003524872340126377
George W. Bush-era,40,0.0,0.003524872340126377
Bruce Ackerman,40,0.0,0.003524872340126377
Demi Lovato,17,0.0,0.003603674845003301
Chachi,17,0.0,0.003603674845003301
Paul Simon's,17,0.0,0.003603674845003301
Claudia Ruiz Massieu,10,0.0,0.0013784865782454437
Ruiz Massieu,12,0.0,0.0013833352707669528
Sarah Parnass/,10,0.0,0.0013784865782454437
La Jornada,10,0.0,0.0013784865782454437
xenon,7,0.0,0.0003819141910687622
Eric Trump’s,11,0.0,0.0008677492965597576
Paige Scardigli,11,0.0,0.0008677492965597576
Elizabeth Keating,11,0.0,0.0008677492965597576
Jeffrey Lichtenberg,11,0.0,0.0008677492965597576
Nathan Crisp,11,0.0,0.0008677492965597576
Tic Toc Stop,11,0.0,0.0008677492965597576
Duck Dynasty,102,0.0,0.009897361187988814
Robertson,109,0.0001306155428969778,0.0099714524671378
Matthew Boyle,102,0.0,0.009897361187988814
Jeff Spicoli,102,0.0,0.009897361187988814
Dude,115,2.972694392308251e-06,0.012091102009940296
Michael Ovitz,102,0.0,0.009897361187988814
pro-Kennedy,102,0.0,0.009897361187988814
Jekyll,102,0.0,0.009897361187988814
Bush Bucks,102,0.0,0.009897361187988814
Lawrence Lessig,102,0.0,0.009897361187988814
Bill] Clinton,102,0.0,0.009897361187988814
David Brock’s,102,0.0,0.009897361187988814
Michael Milken,102,0.0,0.009897361187988814
Dan Burton,102,0.0,0.009897361187988814
Watermelon Dan,102,0.0,0.009897361187988814
Chris Lehane,102,0.0,0.009897361187988814
wilder,102,0.0,0.009897361187988814
John Weinberg Jr.,102,0.0,0.009897361187988814
Rob Kaplan,102,0.0,0.009897361187988814
Milken,102,0.0,0.009897361187988814
Polygram Records,102,0.0,0.009897361187988814
Billy Crystal,102,0.0,0.009897361187988814
Ted Turner,102,0.0,0.009897361187988814
Turner,102,0.0,0.009897361187988814
Seinfeld,104,0.0,0.00993218292941469
Société Générale,102,0.0,0.009897361187988814
Anthony Hopkins’s,102,0.0,0.009897361187988814
Jeff Kwatinetz,102,0.0,0.009897361187988814
Korn,102,0.0,0.009897361187988814
Kwatinetz,102,0.0,0.009897361187988814
Ice Cube,102,0.0,0.009897361187988814
Martin Lawrence,102,0.0,0.009897361187988814
Ovitz,102,0.0,0.009897361187988814
Michael Lewis,102,0.0,0.009897361187988814
Wagner,102,0.0,0.009897361187988814
Generation Zero,102,0.0,0.009897361187988814
Shirley Sherrod,132,7.060013624020593e-05,0.010825455882590184
Alex Marlow,102,0.0,0.009897361187988814
palmetto trees,102,0.0,0.009897361187988814
Land Deals,102,0.0,0.009897361187988814
Prison,102,0.0,0.009897361187988814
David Brock's,102,0.0,0.009897361187988814
Clinton Cash,102,0.0,0.009897361187988814
Clinton Madness,102,0.0,0.009897361187988814
Rebekah,102,0.0,0.009897361187988814
Groucho Marx,4,0.0,0.0006596869483966987
hokum,4,0.0,0.0006596869483966987
Marguerite Scott,8,0.0,0.0022169834268655846
Sabbath,30,0.0,0.0005792319305225669
RATP,30,0.0,0.0005792319305225669
Blandine Siet,30,0.0,0.0005792319305225669
Montparnasse,30,0.0,0.0005792319305225669
onCharlie Hebdo,30,0.0,0.0005792319305225669
Ahmed Merabet,30,0.0,0.0005792319305225669
Je Suis Ahmed,30,0.0,0.0005792319305225669
Jane Onyanga-Omara,30,0.0,0.0005792319305225669
Jabeen Bhatti,30,0.0,0.0005792319305225669
Lawrence Joyce,12,0.0,0.0019128347230307342
Maureen Ward Kirby,12,0.0,0.0019128347230307342
Ill,12,0.0,0.0019128347230307342
Sanford Levinson,12,0.0,0.0019128347230307342
Michael Hais,16,0.0,0.0022831410165742795
